source,target,weight
ambiente,donald-trump,340426
jennifer-garner,kate-moss,340426
adam-levine,jennifer-lopez,340426
kanye-west,katie-holmes,340426
adidas,madonna,340426
cristiano-ronaldo,juventus,340426
animals,campagna-pubblicitaria,340426
anne-hathaway,chloe,340426
giorgio-armani,julianne-moore,340426
animals,elisabetta-canalis,340426
moms,work,340426
cher,justin-timberlake,340426
halle-berry,meryl-streep,340425
amber-heard,gisele-bundchen,340425
donald-trump,jane-fonda,340425
film-in-lavorazione,jared-leto,340425
karolina-kurkova,lady-gaga,340425
hermes,madonna,340425
britney-spears,hollywood,340425
elton-john,kim-kardashian,340425
giorgio-armani,madonna,340425
diane-kruger,lily-allen,340425
ben-affleck,jessica-chastain,340425
facebook,photography,340424
alexander-mcqueen,justin-bieber,340424
actors,christian-dior,340424
adriana-lima,kristen-stewart,340424
karolina-kurkova,kate-moss,340424
claudia-schiffer,helen-mirren,340424
lily-rose-depp,meghan-markle,340424
emma-brown,martina-stella,340424
david-bowie,harry-styles,340424
film-in-lavorazione,mel-gibson,340424
emma-brown,jessica-alba,340424
helen-mirren,jennifer-aniston,340424
david-cronenberg,photography,340424
david-beckham,hair,340424
federica-pellegrini,isabella-ferrari,340424
giorgio-armani,max-mara,340424
claudio-baglioni,gianna-nannini,340424
furniture,mother's-day,340424
henry-cavill,joseph-gordon-levitt,340424
jessica-alba,martina-stella,340424
mel-gibson,women,340424
barack-obama,jennifer-aniston,340424
dior,halloween,340423
gwyneth-paltrow,harry-styles,340423
kendall-jenner,lingerie,340423
giorgio-armani,jennifer-lopez,340423
alicia-vikander,emma-roberts,340423
blake-lively,lily-rose-depp,340423
chiara-ferragni,chiara-francini,340423
jake-gyllenhaal,javier-bardem,340423
dita-von-teese,katie-holmes,340422
amal-alamuddin,christian-bale,340422
johnny-depp,love,340422
george-clooney,lisa-kudrow,340422
eddie-redmayne,lisa-kudrow,340422
auto,iphone,340422
anne-hathaway,burberry,340422
lisa-kudrow,margot-robbie,340422
christian-bale,lisa-kudrow,340422
julia-roberts,katie-holmes,340422
amal-alamuddin,margot-robbie,340422
beyonce-knowles,christian-dior,340422
hotels,lady-gaga,340422
design,power-supply,340422
gucci,lily-rose-depp,340422
cate-blanchett,katie-holmes,340422
lisa-kudrow,matt-damon,340422
jennifer-lawrence,lisa-kudrow,340422
actors,gwyneth-paltrow,340422
amal-alamuddin,lisa-kudrow,340422
anne-hathaway,lisa-kudrow,340422
love,photography,340422
alexander-mcqueen,angelina-jolie,340422
keira-knightley,meryl-streep,340421
angelina-jolie,jessica-chastain,340421
angelina-jolie,joseph-gordon-levitt,340421
chiara-francini,lady-gaga,340421
cristiano-ronaldo,facebook,340421
emily-ratajkowski,jay-z,340421
kelly-brook,kristen-stewart,340421
julianne-moore,makeup,340421
channing-tatum,charlize-theron,340421
ed-sheeran,kanye-west,340421
diet,makeup,340421
kate-winslet,leighton-meester,340420
beyonce-knowles,jared-leto,340420
cher,mariah-carey,340420
christian-bale,emma-stone,340420
chanel,kylie-minogue,340420
chanel,katie-holmes,340420
jeans,kristen-stewart,340420
coronavirus,lady-gaga,340420
ewan-mcgregor,leonardo-dicaprio,340420
cher,givenchy,340420
daniel-craig,emma-watson,340420
billie-eilish,interviews,340420
emma-roberts,katy-perry,340419
david-beckham,jessica-chastain,340419
apple,brad-pitt,340419
jane-fonda,joe-biden,340419
beyonce-knowles,curly-hair,340419
ecologia,elisabetta-canalis,340419
burberry,harry-styles,340419
bullismo,mother's-day,340419
demi-moore,jessica-alba,340419
anna-wintour,hugh-grant,340419
caterina-guzzanti,corrado-guzzanti,340419
campagna-pubblicitaria,ecologia,340419
cher,gabriele-muccino,340419
adam-levine,julia-roberts,340419
barack-obama,january-jones,340419
carolina-crescentini,corrado-guzzanti,340419
libri-in-uscita,mother's-day,340419
givenchy,kate-hudson,340419
ambiente,chef,340419
chanel,halloween,340419
bruce-willis,pregnancy,340419
elvis-presley,film-in-uscita,340419
adam-levine,january-jones,340419
cate-blanchett,kerry-washington,340419
madonna,michael-fassbender,340419
elton-john,jessica-chastain,340418
cannes-film-festival,givenchy,340418
civil-rights,parents,340418
audrey-hepburn,blake-lively,340418
beyonce-knowles,design,340418
kate-moss,meghan-markle,340418
keanu-reeves,matthew-mcconaughey,340418
matthew-mcconaughey,meryl-streep,340418
bradley-cooper,givenchy,340417
halle-berry,leighton-meester,340417
kate-middleton,makeup,340417
adrien-brody,matt-damon,340417
cher,jessica-biel,340417
jennifer-aniston,joseph-gordon-levitt,340417
catherine-zeta-jones,makeup,340417
anne-hathaway,bottega-veneta,340417
helen-mirren,meryl-streep,340417
jennifer-garner,jessica-alba,340417
kerry-washington,kirsten-dunst,340416
brad-pitt,julianne-moore,340416
brad-pitt,heidi-klum,340416
amber-heard,louis-vuitton,340416
brad-pitt,hugh-grant,340416
instagram,julianne-moore,340416
amanda-seyfried,justin-bieber,340416
fendi,h&m,340416
carey-mulligan,catherine-zeta-jones,340416
carey-mulligan,hugh-grant,340415
dior,kate-hudson,340415
cate-blanchett,movie-to-see,340415
demi-moore,kirsten-dunst,340415
hollywood,interviews,340415
christian-dior,jennifer-lopez,340415
lovers-of-stars,madonna,340415
kate-winslet,lovers-of-stars,340415
auto,internet,340414
apple,audi,340414
brad-pitt,carey-mulligan,340414
chris-hemsworth,dior,340414
chris-hemsworth,matt-bomer,340414
anna-wintour,george-clooney,340414
diet,kanye-west,340414
bradley-cooper,gucci,340414
lea-seydoux,madonna,340414
adrien-brody,marion-cotillard,340414
elle-fanning,julia-roberts,340413
arts,makeup,340413
gucci,looks,340413
gisele-bundchen,kate-hudson,340413
gisele-bundchen,lindsay-lohan,340413
channing-tatum,justin-theroux,340413
ashton-kutcher,george-clooney,340413
amber-heard,emma-stone,340413
hugh-jackman,jessica-chastain,340413
hair,louis-vuitton,340413
catherine-zeta-jones,jennifer-garner,340413
facebook,kate-moss,340413
drew-barrymore,katy-perry,340413
emma-roberts,kate-bosworth,340413
julianne-moore,kate-hudson,340413
eva-mendes,marriage,340413
gwyneth-paltrow,kaia-gerber,340413
angelina-jolie,hugh-grant,340412
angelina-jolie,cher,340412
interviews,marion-cotillard,340412
diane-kruger,lily-rose-depp,340412
libri-di-cucina,libri-in-uscita,340412
beauty,katy-perry,340412
fedez,kate-middleton,340412
charlize-theron,lucy-liu,340412
brad-pitt,cher,340412
david-bowie,louis-vuitton,340412
kristen-stewart,leonardo-dicaprio,340412
angelina-jolie,lovers-of-stars,340412
apple,bottega-veneta,340411
david-bowie,ewan-mcgregor,340411
christian-bale,meryl-streep,340411
burberry,makeup,340411
elizabeth-hurley,kate-moss,340411
beyonce-knowles,elizabeth-hurley,340411
adidas,brad-pitt,340411
helen-mirren,maggie-gyllenhaal,340411
justin-bieber,leighton-meester,340411
books,dakota-johnson,340411
jessica-chastain,kelly-brook,340410
christian-dior,gender,340410
emma-stone,kate-beckinsale,340410
david-bowie,jon-hamm,340410
hair,interviews,340410
gwyneth-paltrow,liam-gallagher,340410
cameron-diaz,kelly-brook,340410
george-clooney,kendall-jenner,340410
elton-john,liam-gallagher,340410
cameron-diaz,lara-stone,340410
jon-hamm,lara-stone,340410
elton-john,kristen-stewart,340410
jon-hamm,liam-gallagher,340410
keira-knightley,liam-gallagher,340410
david-bowie,megan-fox,340410
jon-hamm,megan-fox,340410
david-bowie,liam-gallagher,340410
elton-john,jon-hamm,340410
arnold-schwarzenegger,lara-stone,340410
amanda-seyfried,hugh-jackman,340410
arnold-schwarzenegger,cameron-diaz,340410
david-bowie,kelly-brook,340410
amber-heard,instagram,340410
arnold-schwarzenegger,elton-john,340410
arnold-schwarzenegger,jon-hamm,340410
alexander-mcqueen,jon-hamm,340410
kim-kardashian,lily-rose-depp,340410
liam-gallagher,megan-fox,340410
arnold-schwarzenegger,david-bowie,340410
david-bowie,lara-stone,340410
david-beckham,kelly-brook,340410
elton-john,megan-fox,340410
anne-hathaway,liam-gallagher,340410
lara-stone,liam-gallagher,340410
britney-spears,jake-gyllenhaal,340410
drew-barrymore,jake-gyllenhaal,340410
david-bowie,gwyneth-paltrow,340410
kristen-stewart,liam-gallagher,340410
alexander-mcqueen,kelly-brook,340410
arnold-schwarzenegger,daniel-craig,340410
daniel-craig,liam-gallagher,340410
cher,javier-bardem,340410
emma-stone,makeup,340410
halle-berry,jude-law,340410
christian-dior,katy-perry,340410
daniel-craig,keira-knightley,340410
alicia-vikander,lovers-of-stars,340410
arnold-schwarzenegger,kelly-brook,340410
jay-z,liam-gallagher,340410
david-bowie,jessica-chastain,340410
cameron-diaz,liam-gallagher,340410
cameron-diaz,david-bowie,340410
david-bowie,jay-z,340410
jay-z,kelly-brook,340410
elton-john,keira-knightley,340410
furniture,gucci,340410
daniel-craig,david-bowie,340410
elton-john,kelly-brook,340410
jay-z,lara-stone,340410
jon-hamm,keira-knightley,340410
arnold-schwarzenegger,liam-gallagher,340410
jay-z,jon-hamm,340410
alexander-mcqueen,arnold-schwarzenegger,340410
alexander-mcqueen,liam-gallagher,340410
anne-hathaway,kelly-brook,340410
jessica-chastain,jon-hamm,340410
jon-hamm,kelly-brook,340410
kelly-brook,liam-gallagher,340410
adriana-lima,julia-roberts,340410
jessica-chastain,liam-gallagher,340410
arnold-schwarzenegger,jessica-chastain,340410
julianne-moore,margot-robbie,340409
cher,elizabeth-hurley,340409
diet,donald-trump,340409
elle-macpherson,kate-moss,340409
giorgio-armani,kim-kardashian,340409
beauty,chiara-ferragni,340409
gigi-hadid,make-up,340409
catherine-zeta-jones,jamie-dornan,340408
catherine-zeta-jones,eddie-redmayne,340408
jennifer-garner,julia-roberts,340408
catherine-zeta-jones,colin-farrell,340408
justin-theroux,marriage,340408
eva-mendes,jennifer-lawrence,340408
leonardo-dicaprio,mark-zuckerberg,340407
audi,hotels,340407
love,madonna,340407
kate-upton,katy-perry,340407
children,facebook,340407
johnny-depp,kendall-jenner,340407
emma-stone,make-up,340406
adidas,kate-bosworth,340406
brad-pitt,david-bowie,340406
chiara-ferragni,katie-holmes,340406
couples-of-star,kim-kardashian,340406
adele,burberry,340406
cani,gatti,340406
elton-john,meghan-markle,340405
elizabeth-hurley,javier-bardem,340405
demi-moore,evan-rachel-wood,340405
design,harry-potter,340405
diesel,hollywood,340405
beauty,capodanno,340405
emma-stone,jennifer-connelly,340404
blake-lively,ewan-mcgregor,340404
elezioni,facebook,340404
gisele-bundchen,javier-bardem,340404
ewan-mcgregor,jada-pinkett,340404
eva-mendes,lovers-of-stars,340404
ewan-mcgregor,letizia-ortiz,340404
kate-moss,michael-jackson,340404
apple,women,340404
ewan-mcgregor,lindsay-lohan,340404
fendi,jude-law,340404
gwen-stefani,jennifer-garner,340404
chris-martin,ewan-mcgregor,340404
clint-eastwood,hollywood,340404
ewan-mcgregor,jennifer-lopez,340404
eva-longoria,january-jones,340404
films,hotels,340404
soccer-players,women,340404
films,kate-middleton,340404
ewan-mcgregor,kim-kardashian,340404
beyonce-knowles,kelly-osbourne,340403
jessica-alba,margot-robbie,340403
dita-von-teese,kirsten-dunst,340403
chris-hemsworth,eva-mendes,340403
demi-lovato,kanye-west,340403
films,keira-knightley,340403
jennifer-lopez,looks,340403
cher,gwyneth-paltrow,340403
festa-delle-donne,women,340402
cate-blanchett,christian-dior,340402
billie-eilish,javier-bardem,340402
civil-rights,movie-to-see,340402
arts,jared-leto,340402
chloe,halloween,340402
adam-levine,kate-upton,340402
actors,lady-gaga,340401
elizabeth-hurley,madonna,340401
bottega-veneta,hair,340401
carey-mulligan,david-beckham,340401
gwyneth-paltrow,hair-colors,340401
audrey-hepburn,lily-rose-depp,340401
fendi,lily-rose-depp,340401
julia-roberts,justin-timberlake,340401
instagram,julia-roberts,340401
hotels,interviews,340401
carey-mulligan,jay-z,340401
lindsay-lohan,megan-fox,340401
givenchy,marion-cotillard,340401
beyonce-knowles,black-lives-matter,340400
jennifer-lawrence,looks,340400
aesthetic-medicine,interviews,340400
chanel,justin-bieber,340400
george-michael,michael-jackson,340400
audi,photography,340400
charlize-theron,gwen-stefani,340400
films,james-cameron,340400
beauty,football,340400
books,kim-kardashian,340400
football,libri-in-uscita,340400
christian-dior,jessica-biel,340400
cameron-diaz,instagram,340400
emma-stone,kate-hudson,340400
audrey-hepburn,beyonce-knowles,340400
instagram,jessica-chastain,340400
fendi,lingerie,340400
demi-moore,kate-bosworth,340399
hair,jennifer-garner,340399
hollywood,marion-cotillard,340399
cher,kylie-minogue,340399
audi,instagram,340399
emma-brown,festival-di-sanremo,340398
jennifer-lawrence,lucy-liu,340398
facebook,michael-jackson,340398
benedict-cumberbatch,matt-damon,340398
amanda-seyfried,kate-upton,340398
amanda-seyfried,jared-leto,340398
javier-bardem,matt-damon,340398
burberry,met-gala,340398
charlize-theron,james-franco,340398
daniel-craig,kate-bosworth,340398
justin-bieber,katie-holmes,340398
antonio-banderas,hollywood,340398
emily-blunt,keira-knightley,340398
eventi,films,340398
cher,drew-barrymore,340398
emma-roberts,hollywood,340397
gender,harry-styles,340397
ewan-mcgregor,jake-gyllenhaal,340397
christina-aguilera,kylie-minogue,340397
johnny-depp,kate-middleton,340397
jennifer-lopez,kate-upton,340397
cher,gisele-bundchen,340397
halle-berry,jake-gyllenhaal,340397
demi-moore,justin-theroux,340396
justin-theroux,kirsten-dunst,340396
alberto-de-monaco,marriage,340396
films,jeans,340396
carey-mulligan,cindy-crawford,340396
britney-spears,jay-z,340396
julia-roberts,marion-cotillard,340396
kim-kardashian,lovers-of-stars,340396
christian-dior,emma-stone,340396
arts,hairstyles,340396
marriage,sons-of-stars,340396
lovers-of-stars,michael-fassbender,340396
carey-mulligan,elizabeth-hurley,340395
instagram,luca-argentero,340395
irina-shayk,kate-middleton,340395
alessandra-ambrosio,givenchy,340395
interviews,met-gala,340395
fedez,festival-di-sanremo,340395
anne-hathaway,kate-middleton,340395
fergie,madonna,340395
cate-blanchett,javier-bardem,340395
blake-lively,jennifer-garner,340395
catherine-zeta-jones,cindy-crawford,340395
amy-adams,burberry,340395
amanda-seyfried,candice-swanepoel,340395
books,coronavirus,340395
cindy-crawford,jay-z,340395
cameron-diaz,elizabeth-hurley,340395
dakota-fanning,demi-moore,340395
emma-watson,india,340395
blake-lively,fendi,340394
alicia-vikander,jennifer-aniston,340394
catherine-zeta-jones,julia-roberts,340394
adele,brad-pitt,340394
kristen-stewart,lgbtq+,340394
adam-levine,adriana-lima,340394
charlize-theron,emily-ratajkowski,340394
alicia-vikander,demi-moore,340394
game-of-thrones,gucci,340394
hugh-grant,leonardo-dicaprio,340394
dakota-johnson,jennifer-aniston,340394
claudia-schiffer,halle-berry,340393
elizabeth-hurley,jessica-biel,340393
elizabeth-hurley,jay-z,340393
cindy-crawford,dakota-johnson,340393
africa,meghan-markle,340393
arts,harry-potter,340393
calvin-klein,hotels,340393
carey-mulligan,christian-bale,340393
adam-levine,kate-moss,340393
kate-middleton,make-up,340393
angelina-jolie,elizabeth-hurley,340393
halle-berry,keira-knightley,340393
beyonce-knowles,body-positivity,340393
anna-wintour,doutzen-kroes,340393
football,love,340393
heidi-klum,kylie-minogue,340392
courtney-love,interviews,340392
dior,jane-fonda,340392
emma-stone,giorgio-armani,340392
demi-moore,leighton-meester,340392
cindy-crawford,elle-macpherson,340392
cameron-diaz,emma-watson,340392
gigi-hadid,max-mara,340392
daniel-craig,mariah-carey,340392
candice-swanepoel,instagram,340392
angelina-jolie,julianne-moore,340392
daniel-craig,leighton-meester,340392
adriana-lima,bruno-mars,340391
justin-timberlake,kate-middleton,340391
lovers-of-stars,madalina-grenea,340391
couples,justin-bieber,340391
hairstyles,jodie-foster,340391
h&m,katie-holmes,340391
ashton-kutcher,gerard-pique,340391
adele,alessandra-ambrosio,340391
blake-lively,laetitia-casta,340390
ben-affleck,justin-theroux,340390
hugh-grant,meryl-streep,340390
eva-mendes,mothers,340390
bar-refaeli,kate-moss,340390
gigi-hadid,lea-seydoux,340390
heidi-klum,julianne-moore,340389
dakota-johnson,harry-styles,340389
catherine-zeta-jones,hollywood,340389
cindy-crawford,helen-mirren,340389
amber-heard,jessica-alba,340389
charlize-theron,lea-seydoux,340389
interviews,kanye-west,340389
ambiente,power-supply,340389
gucci,kate-hudson,340389
emma-roberts,met-gala,340389
cara-delevingne,love,340389
adam-levine,beyonce-knowles,340388
george-clooney,jamie-dornan,340388
anne-hathaway,makeup,340388
amy-adams,madonna,340388
lgbtq+,work,340388
cindy-crawford,heidi-klum,340388
julia-roberts,keira-knightley,340388
cara-delevingne,michael-jackson,340387
javier-bardem,kerry-washington,340387
kate-bosworth,leighton-meester,340387
katy-perry,makeup,340387
bella-hadid,makeup,340387
chiara-ferragni,coronavirus,340387
britney-spears,kirsten-dunst,340387
emma-watson,javier-bardem,340387
bella-hadid,jeans,340386
actors,margot-robbie,340386
apple,britney-spears,340386
courtney-love,jennifer-aniston,340386
cara-delevingne,kate-beckinsale,340386
cindy-crawford,doutzen-kroes,340386
backstreet-boys,instagram,340386
app,arts,340386
elvis-presley,michael-jackson,340385
karl-lagerfeld,kate-hudson,340385
chris-hemsworth,meghan-markle,340385
beyonce-knowles,michael-fassbender,340385
george-clooney,mariah-carey,340385
brad-pitt,hotels,340385
eva-green,jennifer-lawrence,340385
florence-welch,kendall-jenner,340385
charlize-theron,mariah-carey,340385
gwyneth-paltrow,joseph-gordon-levitt,340384
beauty,golden-globe,340384
depression,instagram,340384
adele,heidi-klum,340384
kate-middleton,mariah-carey,340384
andrew-garfield,jennifer-garner,340384
fuorisalone,furniture,340384
drew-barrymore,kylie-minogue,340384
chiara-ferragni,couples-of-star,340384
hugh-jackman,kim-kardashian,340384
diesel,hotels,340384
antonio-banderas,emma-stone,340384
chris-hemsworth,jennifer-lopez,340384
interviews,jennifer-lopez,340383
gisele-bundchen,kanye-west,340383
chiara-ferragni,jennifer-lawrence,340383
beauty,helen-mirren,340383
cara-delevingne,lily-allen,340383
